x,y
-1.0,7.899999999999999
-1.0,8.0
-1.0,8.100000000000001
-1.0,8.200000000000003
-1.0,8.300000000000004
-1.0,8.399999999999999
-1.0,8.5
-1.0,8.600000000000001
-1.0,8.700000000000003
-1.0,8.800000000000004
-1.0,8.899999999999999
-1.0,9.0
-0.8999999999999986,9.0
-0.7999999999999972,9.0
-0.6999999999999957,9.0
-0.6000000000000014,9.0
-0.5,9.0
-0.3999999999999986,9.0
-0.29999999999999716,9.0
-0.19999999999999574,9.0
-0.10000000000000142,9.0
-1.1102230246251565e-16,9.0
0.10000000000000131,9.0
0.20000000000000295,9.0
0.30000000000000426,9.0
0.3999999999999986,9.0
0.4999999999999999,9.0
0.6000000000000015,9.0
0.7000000000000028,9.0
0.8000000000000042,9.0
0.8999999999999988,9.0
0.9999999999999998,9.0
1.1000000000000014,9.0
1.2000000000000028,9.0
1.3000000000000043,9.0
1.4000000000000057,9.0
1.5000000000000002,9.0
1.6000000000000014,9.0
1.7000000000000028,9.0
1.8000000000000043,9.0
1.9000000000000055,9.0
2.0,9.0
2.1000000000000014,9.0
2.200000000000003,9.0
2.3000000000000043,9.0
2.4000000000000057,9.0
2.5,9.0
2.600000000000001,9.0
2.700000000000003,9.0
2.8000000000000043,9.0
2.9000000000000057,9.0
2.9999999999999996,9.0
3.1000000000000014,9.0
3.200000000000003,9.0
3.3000000000000043,9.0
3.4000000000000057,9.0
3.5,9.0
3.600000000000002,9.0
3.7000000000000024,9.0
3.8000000000000043,9.0
3.9000000000000057,9.0
4.0,9.0
4.100000000000001,9.0
4.200000000000003,9.0
4.300000000000004,9.0
4.400000000000006,9.0
4.5,9.0
4.600000000000001,9.0
4.700000000000003,9.0
4.800000000000004,9.0
4.900000000000006,9.0
5.0,9.0
5.100000000000001,9.0
5.200000000000003,9.0
5.300000000000004,9.0
5.400000000000006,9.0
5.5,9.0
5.600000000000001,9.0
5.700000000000003,9.0
5.800000000000004,9.0
5.900000000000006,9.0
6.0,9.0
6.100000000000001,9.0
6.200000000000002,9.0
6.300000000000003,9.0
6.400000000000007,9.0
6.5,9.0
6.6000000000000005,9.0
6.700000000000002,9.0
6.800000000000005,9.0
6.900000000000007,9.0
6.999999999999999,9.0
7.1000000000000005,9.0
7.200000000000004,9.0
7.300000000000005,9.0
7.400000000000006,9.0
7.499999999999999,9.0
7.600000000000002,9.0
7.700000000000003,9.0
7.800000000000005,9.0
7.900000000000006,9.0
8.0,9.0
8.100000000000001,9.0
8.200000000000003,9.0
8.300000000000004,9.0
8.400000000000006,9.0
8.5,9.0
8.600000000000001,9.0
8.700000000000003,9.0
8.800000000000004,9.0
8.900000000000006,9.0
9.0,9.0
9.100000000000001,9.0
9.200000000000003,9.0
9.300000000000004,9.0
9.400000000000006,9.0
9.5,9.0
9.600000000000001,9.0
9.700000000000003,9.0
9.800000000000004,9.0
9.900000000000006,9.0
10.0,9.0
10.100000000000001,9.0
10.200000000000003,9.0
10.300000000000004,9.0
10.400000000000006,9.0
10.5,9.0
10.600000000000001,9.0
10.700000000000003,9.0
10.800000000000004,9.0
10.900000000000006,9.0
11.0,9.0
11.100000000000001,9.0
11.200000000000003,9.0
11.300000000000004,9.0
11.400000000000006,9.0
11.5,9.0
11.600000000000001,9.0
11.700000000000003,9.0
11.800000000000004,9.0
11.900000000000006,9.0
12.0,9.0
12.100000000000001,9.0
12.200000000000003,9.0
12.300000000000004,9.0
12.400000000000006,9.0
12.5,9.0
12.600000000000001,9.0
12.700000000000003,9.0
12.800000000000004,9.0
12.900000000000006,9.0
13.0,9.0
